"IN","STR","UNIT","RXNORM_CUI","VA_CLS","VA_CLS_CD"
"cyclosporine",100,"MG",835835,"IMMUNE SUPPRESSANTS","IM600"
"hyaluronate",10,"MG",1360030,"OPHTHALMICS,OTHER","OP900"
"simvastatin",20,"MG",763232,"ANTILIPEMIC AGENTS","CV350"
"niacin",500,"MG",763232,"NICOTINIC ACID","VT103"
"desvenlafaxine",100,"MG",1435480,"ANTIDEPRESSANTS,OTHER","CN609"
"Neisseria meningitidis serogroup A capsular polysaccharide diphtheria toxoid protein conjugate vaccine",0.104,"MG",797641,"VACCINES","IM100"
"Neisseria meningitidis serogroup C capsular polysaccharide diphtheria toxoid protein conjugate vaccine",0.104,"MG",797641,"VACCINES","IM100"
"Neisseria meningitidis serogroup W-135 capsular polysaccharide diphtheria toxoid protein conjugate vaccine",0.104,"MG",797641,"VACCINES","IM100"
"Neisseria meningitidis serogroup Y capsular polysaccharide diphtheria toxoid protein conjugate vaccine",0.104,"MG",797641,"VACCINES","IM100"
"ganciclovir",0.0015,"MG",864650,"ANTIVIRALS,TOPICAL OPHTHALMIC","OP230"
"esomeprazole",20,"MG",994010,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"naproxen",500,"MG",994010,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"loratadine",5,"MG",904026,"ANTIHISTAMINES,OTHER","AH109"
"epinephrine",0.01,"MG",1011820,"LOCAL ANESTHETICS,INJECTION","CN204"
"lidocaine",20,"MG",1011820,"LOCAL ANESTHETICS,INJECTION","CN204"
"ropinirole",2,"MG",799832,"ANTIPARKINSON AGENTS","CN500"
"influenza virus vaccine, inactivated A-Victoria-210-2009 X-187 (H3N2) (A-Perth-16-2009) strain",0.03,"MG",1116693,NA,NA
"influenza B virus vaccine B/Brisbane/60/2008 antigen",0.03,"MG",1116693,NA,NA
"influenza A-California-7-2009-(H1N1)v-like virus vaccine",0.03,"MG",1116693,NA,NA
"milrinone",0.2,"MG",1791840,"CARDIOVASCULAR AGENTS,OTHER","CV900"
"magnesium chloride",598,"MG",1744400,"MAGNESIUM","TN460"
"insulin lispro protamine, human",50,"UNT",731281,"INSULIN","HS501"
"insulin lispro",50,"UNT",731281,"INSULIN","HS501"
"dopamine",3.2,"MG",1292887,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"heparin",1,"UNT",1362025,"ANTICOAGULANTS","BL110"
"resveratrol",250,"MG",1000495,"HERBS/ALTERNATIVE THERAPIES","HA000"
"tryptophan",100,"MG",1094329,"AMINO ACIDS/PROTEINS,PARENTERAL,WITHOUT ADDED ELECTROLYTES","TN501"
"melatonin",3,"MG",1094329,"HERBS/ALTERNATIVE THERAPIES","HA000"
"thyroid (USP)",48.75,"MG",1115816,"THYROID SUPPLEMENTS","HS851"
"sofosbuvir",400,"MG",1591949,"ANTIVIRALS","AM800"
"ledipasvir",90,"MG",1591949,"ANTIVIRALS","AM800"
"cholecalciferol",0.833,"MG",829993,"VITAMIN D,OTHER","VT509"
"asenapine",10,"MG",859979,"ANTIPSYCHOTICS,OTHER","CN709"
"loteprednol etabonate",0.005,"MG",1099503,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"sodium phosphate, monobasic",96.4,"MG",730955,"LAXATIVES,RECTAL","RS300"
"sodium phosphate, dibasic",35.5,"MG",730955,"LAXATIVES,RECTAL","RS300"
"acetaminophen",32.5,"MG",1116572,"COLD REMEDIES,OTHER","RE599"
"dextromethorphan",1,"MG",1116572,"COLD REMEDIES,OTHER","RE599"
"guaifenesin",20,"MG",1116572,"COLD REMEDIES,OTHER","RE599"
"phenylephrine",0.5,"MG",1116572,"COLD REMEDIES,OTHER","RE599"
"gentamicin",1,"MG",242816,"AMINOGLYCOSIDES","AM300"
"cider vinegar",300,"MG",700370,NA,NA
"vitamin B12",0.1,"MG",309599,"CYANOCOBALAMIN","VT101"
"sitagliptin",100,"MG",1243833,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"metformin",1000,"MG",1243833,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"camphor",0.047,"MG",200293,"RESPIRATORY AGENTS,OTHER","RE900"
"camphor",0.047,"MG",200293,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"Eucalyptus oil",0.012,"MG",200293,"RESPIRATORY AGENTS,OTHER","RE900"
"Eucalyptus oil",0.012,"MG",200293,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"menthol",0.026,"MG",200293,"RESPIRATORY AGENTS,OTHER","RE900"
"menthol",0.026,"MG",200293,"PHARMACEUTICAL AIDS/REAGENTS","PH000"
"melatonin",10,"MG",1291286,"HERBS/ALTERNATIVE THERAPIES","HA000"
"lutein",20,"MG",579713,"HERBS/ALTERNATIVE THERAPIES","HA000"
"ubiquinol",100,"MG",1236013,NA,NA
"calcium carbonate",1500,"MG",1310954,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",800,"UNT",1310954,"MULTIVITAMINS WITH MINERALS","VT802"
"magnesium citrate",100,"MG",1313985,"HERBS/ALTERNATIVE THERAPIES","HA000"
"linaclotide",290,"MCG",1307421,"GASTRIC MEDICATIONS,OTHER","GA900"
"tofacitinib",5,"MG",1357547,"IMMUNOLOGICAL AGENTS,OTHER","IM900"
"vitamin B12",5,"MG",1291288,"CYANOCOBALAMIN","VT101"
"alogliptin",25,"MG",1368012,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"esomeprazole",20,"MG",994007,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"naproxen",375,"MG",994007,"NONSALICYLATE NSAIs,ANTIRHEUMATIC","MS102"
"lisdexamfetamine",30,"MG",854836,"AMPHETAMINES","CN801"
"mometasone",100,"MCG",1246310,"ANTIASTHMA,OTHER","RE109"
"formoterol",5,"MCG",1246310,"ANTIASTHMA,OTHER","RE109"
"doxepin",6,"MG",966795,"TRICYCLIC ANTIDEPRESSANTS","CN601"
"benzoyl peroxide",0.025,"MG",830648,"ANTIACNE AGENTS,TOPICAL","DE752"
"adapalene",0.001,"MG",830648,"ANTIACNE AGENTS,TOPICAL","DE752"
"5-hydroxytryptophan",100,"MG",410503,"HERBS/ALTERNATIVE THERAPIES","HA000"
"insulin isophane",100,"UNT",847199,"INSULIN","HS501"
"diclofenac",20,"MG",1487076,"ANTI-INFLAMMATORY,TOPICAL","DE200"
"immunoglobulin G",100,"MG",1809501,"IMMUNOGLOBULINS","IM500"
"buprenorphine",0.005,"MG",904882,"OPIOID ANALGESICS","CN101"
"baclofen",2,"MG",1666615,"SKELETAL MUSCLE RELAXANTS","MS200"
"psyllium",3400,"MG",880853,"BULK-FORMING LAXATIVES","GA201"
"prothrombin",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"protein S",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"factor IX",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"factor VII",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"factor X",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"protein C",1,"UNT",1484963,"ANTIHEMORRHAGICS","BL116"
"methotrexate",50,"MG",1544394,"ANTINEOPLASTICS,ANTIMETABOLITES","AN300"
"red yeast rice",600,"MG",857468,"HERBS/ALTERNATIVE THERAPIES","HA000"
"fluticasone",200,"MCG",1547668,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"fluticasone",0.1,"MG",1547660,"ANTI-INFLAMMATORIES,INHALATION","RE101"
"levothyroxine",0.1,"MG",1115267,"THYROID SUPPLEMENTS","HS851"
"testosterone",0.0833,"MG",1190955,"ANDROGENS/ANABOLICS","HS100"
"estradiol",0.001,"MG",2619680,"ESTROGENS","HS300"
"deferasirox",90,"MG",1607798,"HEAVY METAL ANTAGONISTS","AD300"
"azelastine",0.137,"MG",1797849,"ANTIHISTAMINES,NASAL","NT400"
"fluticasone",50,"MCG",1797849,"ANTIHISTAMINES,NASAL","NT400"
"calamine",80,"MG",1039269,NA,NA
"zinc oxide",80,"MG",1039269,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"mineral oil",0.319,"MG",1053146,"EYE WASHES/LUBRICANTS","OP500"
"petrolatum",0.577,"MG",1053146,"EYE WASHES/LUBRICANTS","OP500"
"mepolizumab",100,"MG",1720606,"ANTIASTHMA,OTHER","RE109"
"morphine",10,"MG",894912,"OPIOID ANALGESICS","CN101"
"cefixime",200,"MG",1043031,"CEPHALOSPORIN 3RD GENERATION","AM117"
"mebendazole",100,"MG",1737789,"ANTHELMINTICS","AP200"
"oxycodone",9,"MG",1790533,"OPIOID ANALGESICS","CN101"
"bupivacaine",7.5,"MG",1724807,"LOCAL ANESTHETICS,INJECTION","CN204"
"riboflavin",400,"MG",1368932,"RIBOFLAVIN","VT106"
"plecanatide",3,"MG",1873765,"GASTRIC MEDICATIONS,OTHER","GA900"
"salmeterol",0.014,"MG",1918199,"ANTIASTHMA,OTHER","RE109"
"fluticasone",113,"MCG",1918199,"ANTIASTHMA,OTHER","RE109"
"insulin aspart, human",100,"UNT",1986356,"INSULIN","HS501"
"vilanterol",0.025,"MG",1945044,"ANTIASTHMA,OTHER","RE109"
"umeclidinium",0.0625,"MG",1945044,"ANTIASTHMA,OTHER","RE109"
"fluticasone",0.1,"MG",1945044,"ANTIASTHMA,OTHER","RE109"
"canagliflozin",100,"MG",1373469,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"mineral oil",0.425,"MG",701984,"EYE WASHES/LUBRICANTS","OP500"
"petrolatum",0.568,"MG",701984,"EYE WASHES/LUBRICANTS","OP500"
"zoledronic acid",0.04,"MG",1114087,"HORMONES/SYNTHETICS/MODIFIERS,OTHER","HS900"
"menthol",0.04,"MG",993830,"ANALGESICS,TOPICAL","DE650"
"methyl salicylate",150,"MG",724160,"ANALGESICS,TOPICAL","DE650"
"menthol",10,"MG",724160,"ANALGESICS,TOPICAL","DE650"
"epoetin alfa",10000,"UNT",2047596,"BLOOD FORMATION PRODUCTS","BL400"
"influenza A virus (H1N1) antigen",0.03,"MG",2048966,NA,NA
"influenza A virus (H3N2) antigen",0.03,"MG",2048966,NA,NA
"influenza B virus antigen",0.03,"MG",2048966,NA,NA
"cholecalciferol",0.025,"MG",880340,"VITAMIN D,OTHER","VT509"
"insulin isophane",70,"UNT",2049380,"INSULIN","HS501"
"insulin, regular, human",30,"UNT",2049380,"INSULIN","HS501"
"calcium carbonate",400,"MG",1001679,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",133,"UNT",1001679,"VITAMIN D,OTHER","VT509"
"magnesium oxide",167,"MG",1001679,"MAGNESIUM","TN460"
"cyclosporine",0.9,"MG",2055026,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"salmeterol",50,"MCG",2110513,"ANTIASTHMA,OTHER","RE109"
"fluticasone",0.25,"MG",2110513,"ANTIASTHMA,OTHER","RE109"
"loteprednol etabonate",0.0038,"MG",2118539,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"tavaborole",43.5,"MG",1543182,"ANTIFUNGAL,TOPICAL","DE102"
"vitamin B12",5,"MG",797238,"CYANOCOBALAMIN","VT101"
"cobamamide",0.1,"MG",797238,NA,NA
"tramadol",100,"MG",2179635,"OPIOID ANALGESICS","CN101"
"dulaglutide",9,"MG",2395785,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"suvorexant",10,"MG",1547110,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"umeclidinium",0.0625,"MG",1596445,"BRONCHODILATORS,ANTICHOLINERGIC","RE105"
"benzocaine",15,"MG",1923483,"ANESTHETICS,MUCOSAL","NT300"
"menthol",20,"MG",1923483,"ANESTHETICS,MUCOSAL","NT300"
"vibegron",75,"MG",2472321,"ANTISPASMODICS,URINARY","GU201"
"naloxegol",12.5,"MG",1551923,"GASTRIC MEDICATIONS,OTHER","GA900"
"semaglutide",1,"MG",2553603,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"semaglutide",0.5,"MG",2553506,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"mineral oil",0.15,"MG",746083,"EYE WASHES/LUBRICANTS","OP500"
"petrolatum",0.83,"MG",746083,"EYE WASHES/LUBRICANTS","OP500"
"tirzepatide",10,"MG",2601746,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"tirzepatide",25,"MG",2601776,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"tirzepatide",30,"MG",2601758,"HYPOGLYCEMIC AGENTS,OTHER","HS509"
"influenza A virus (H1N1) antigen",0.0857,"MG",2605106,NA,NA
"influenza A virus (H3N2) antigen",0.0857,"MG",2605106,NA,NA
"influenza B virus antigen",0.0857,"MG",2605106,NA,NA
"duloxetine",40,"MG",1652069,"ANTIDEPRESSANTS,OTHER","CN609"
"folic acid",0.8,"MG",252463,"FOLIC ACID/LEUCOVORIN","VT102"
"brexpiprazole",2,"MG",1658337,"ANTIPSYCHOTICS,OTHER","CN709"
"fenofibrate",120,"MG",763250,"ANTILIPEMIC AGENTS","CV350"
"alcaftadine",2.5,"MG",1000089,"OPHTHALMICS,OTHER","OP900"
"cetirizine",10,"MG",1011485,"ANTIHISTAMINES,PIPERAZINE","AH105"
"aspirin",325,"MG",1536680,"SODIUM BICARBONATE CONTAINING ANTACIDS","GA110"
"citric acid",1000,"MG",1536680,"SODIUM BICARBONATE CONTAINING ANTACIDS","GA110"
"sodium bicarbonate",1916,"MG",1536680,"SODIUM BICARBONATE CONTAINING ANTACIDS","GA110"
"tofacitinib",11,"MG",1741049,"IMMUNOLOGICAL AGENTS,OTHER","IM900"
"influenza A virus (H1N1) antigen",0.12,"MG",1801183,NA,NA
"influenza A virus (H3N2) antigen",0.12,"MG",1801183,NA,NA
"influenza B virus antigen",0.12,"MG",1801183,NA,NA
"evolocumab",120,"MG",1801322,"ANTILIPEMIC AGENTS","CV350"
"codeine",2,"MG",995483,"OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE301"
"guaifenesin",40,"MG",995483,"OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE301"
"codeine",1.26,"MG",995440,"OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE301"
"guaifenesin",20,"MG",995440,"OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS","RE301"
"glecaprevir",100,"MG",1940709,"ANTIVIRALS","AM800"
"pibrentasvir",40,"MG",1940709,"ANTIVIRALS","AM800"
"magnesium citrate",125,"MG",1673024,"HERBS/ALTERNATIVE THERAPIES","HA000"
"magnesium citrate",125,"MG",1673024,"MAGNESIUM","TN460"
"vilanterol",0.025,"MG",1945048,"ANTIASTHMA,OTHER","RE109"
"umeclidinium",0.0625,"MG",1945048,"ANTIASTHMA,OTHER","RE109"
"fluticasone",0.1,"MG",1945048,"ANTIASTHMA,OTHER","RE109"
"inositol",141,"MG",796544,NA,NA
"niacin",500,"MG",796544,"NICOTINIC ACID","VT103"
"aspirin",81,"MG",825181,"NON-OPIOID ANALGESICS","CN103"
"omeprazole",20,"MG",2003656,"GASTRIC MEDICATIONS,OTHER","GA900"
"mineral oil",0.03,"MG",1089811,"EYE WASHES/LUBRICANTS","OP500"
"petrolatum",0.94,"MG",1089811,"EYE WASHES/LUBRICANTS","OP500"
"golimumab",100,"MG",1653144,"ANTIRHEUMATICS,OTHER","MS190"
"venlafaxine",150,"MG",808744,"ANTIDEPRESSANTS,OTHER","CN609"
"pyridostigmine",30,"MG",903841,"PARASYMPATHOMIMETICS (CHOLINERGICS)","AU300"
"Lacticaseibacillus rhamnosus",1e+10,"UNT",1310754,NA,NA
"inulin",200,"MG",1310754,NA,NA
"oxcarbazepine",150,"MG",1365660,"ANTICONVULSANTS","CN400"
"romiplostim",0.25,"MG",1728095,"ANTIHEMORRHAGICS","BL116"
"oxcarbazepine",600,"MG",1365850,"ANTICONVULSANTS","CN400"
"albuterol",0.09,"MG",2166797,"BRONCHODILATORS,SYMPATHOMIMETIC,INHALATION","RE102"
"bempedoic acid",180,"MG",2283236,"ANTILIPEMIC AGENTS","CV350"
"ezetimibe",10,"MG",2283236,"ANTILIPEMIC AGENTS","CV350"
"cholecalciferol",0.01,"MG",846138,"VITAMIN D,OTHER","VT509"
"lutein",10,"MG",705209,"HERBS/ALTERNATIVE THERAPIES","HA000"
"polyethylene glycol 3350",420000,"MG",979099,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium bicarbonate",5720,"MG",979099,"STIMULANT LAXATIVES","GA204"
"potassium chloride",1480,"MG",979099,"HYPEROSMOTIC LAXATIVES","GA202"
"sodium chloride",11200,"MG",979099,"HYPEROSMOTIC LAXATIVES","GA202"
"vitamin K2",0.1,"MG",1537458,"HERBS/ALTERNATIVE THERAPIES","HA000"
"bromfenac",0.7,"MG",1375922,"ANTI-INFLAMMATORIES,TOPICAL OPHTHALMIC","OP300"
"risankizumab",150,"MG",2540699,"ANTIRHEUMATICS,OTHER","MS190"
"brimonidine",2,"MG",1421456,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"brinzolamide",10,"MG",1421456,"ANTIGLAUCOMA COMBINATIONS,TOPICAL OPHTHALMIC","OP105"
"hydroxyethyl starch 130-0.4",60,"MG",1363394,NA,NA
"guanfacine",2,"MG",862015,"SYMPATHOMIMETICS (ADRENERGICS)","AU100"
"vilanterol",0.025,"MG",1539893,"ANTIASTHMA,OTHER","RE109"
"fluticasone",0.1,"MG",1539893,"ANTIASTHMA,OTHER","RE109"
"influenza A-California-7-2009-(H1N1)v-like virus vaccine",0.03,"MG",864704,NA,NA
"gabapentin",300,"MG",1482821,"CNS MEDICATIONS,OTHER","CN900"
"lidocaine",40,"MG",1435094,"LOCAL ANESTHETICS,INJECTION","CN204"
"albiglutide",60,"MG",1534805,NA,NA
"ferric citrate",1000,"MG",1596023,"IRON","TN410"
"suvorexant",5,"MG",1547575,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"secukinumab",150,"MG",1599797,"IMMUNE SUPPRESSANTS","IM600"
"insulin lispro",200,"UNT",1652242,"INSULIN","HS501"
"eluxadoline",100,"MG",1719766,"GASTRIC MEDICATIONS,OTHER","GA900"
"psyllium",400,"MG",1866518,"BULK-FORMING LAXATIVES","GA201"
"nicotine",2,"MG",2046770,"ANTIDOTES/DETERRENTS,OTHER","AD900"
"melatonin",5,"MG",1790666,"HERBS/ALTERNATIVE THERAPIES","HA000"
"xylitol",550,"MG",2476706,NA,NA
"influenza A virus (H1N1) antigen",0.03,"MG",2177398,NA,NA
"influenza A virus (H3N2) antigen",0.03,"MG",2177398,NA,NA
"influenza B virus antigen",0.03,"MG",2177398,NA,NA
"diltiazem",360,"MG",1988324,"CALCIUM CHANNEL BLOCKERS","CV200"
"carboxymethylcellulose",10,"MG",1718952,"EYE WASHES/LUBRICANTS","OP500"
"thioctate",600,"MG",252148,NA,NA
"fremanezumab",150,"MG",2056700,"ANTIMIGRAINE AGENTS","CN105"
"influenza A virus (H1N1) antigen",0.03,"MG",2379638,NA,NA
"influenza A virus (H3N2) antigen",0.03,"MG",2379638,NA,NA
"influenza B virus antigen",0.03,"MG",2379638,NA,NA
"valproate",50,"MG",1099689,"ANTICONVULSANTS","CN400"
"influenza A virus (H1N1) antigen",0.0857,"MG",2563004,NA,NA
"influenza A virus (H3N2) antigen",0.0857,"MG",2563004,NA,NA
"influenza B virus antigen",0.0857,"MG",2563004,NA,NA
"verapamil",120,"MG",897694,"CALCIUM CHANNEL BLOCKERS","CV200"
"influenza A virus (H1N1) antigen",0.03,"MG",2593863,NA,NA
"influenza A virus (H3N2) antigen",0.03,"MG",2593863,NA,NA
"influenza B virus antigen",0.03,"MG",2593863,NA,NA
"sumatriptan",12,"MG",856789,"ANTIMIGRAINE AGENTS","CN105"
"colesevelam",3750,"MG",866907,"ANTILIPEMIC AGENTS","CV350"
"methylprednisolone",40,"MG",207191,"GLUCOCORTICOIDS","HS051"
"lipase",20000,"UNT",861838,"DIGESTANTS","GA500"
"amylase",109000,"UNT",861838,"DIGESTANTS","GA500"
"protease",68000,"UNT",861838,"DIGESTANTS","GA500"
"ranitidine",25,"MG",104084,NA,NA
"mineral oil",0.425,"MG",702008,"EYE WASHES/LUBRICANTS","OP500"
"petrolatum",0.573,"MG",702008,"EYE WASHES/LUBRICANTS","OP500"
"magnesium hydroxide",400,"MG",1088243,"HYPEROSMOTIC LAXATIVES","GA202"
"collagenase Clostridium histolyticum",0.9,"MG",898499,"MUSCULOSKELETAL AGENTS,OTHER","MS900"
"levothyroxine",0.137,"MG",905457,"THYROID SUPPLEMENTS","HS851"
"gatifloxacin",5,"MG",992399,"ANTIBACTERIALS,TOPICAL OPHTHALMIC","OP210"
"ondansetron",8,"MG",998032,"ANTIEMETICS","GA605"
"linoleic acids, conjugated",1000,"MG",1014242,NA,NA
"mometasone",100,"MCG",1660934,"ANTIASTHMA,OTHER","RE109"
"formoterol",5,"MCG",1660934,"ANTIASTHMA,OTHER","RE109"
"metformin",1000,"MG",1043567,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"saxagliptin",2.5,"MG",1043567,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"buprenorphine",8,"MG",1010606,"OPIOID ANALGESICS","CN101"
"naloxone",2,"MG",1010606,"OPIOID ANALGESICS","CN101"
"clonidine",0.1,"MG",1013934,"ANTIHYPERTENSIVES,OTHER","CV490"
"vitamin E",100,"UNT",891815,"VITAMIN E","VT600"
"zinc oxide",17.4,"MG",891815,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"ascorbic acid",113,"MG",891815,"HYPEROSMOTIC LAXATIVES","GA202"
"beta carotene",7160,"MG",891815,NA,NA
"cuprous oxide",0.4,"MG",891815,NA,NA
"denosumab",70,"MG",1046402,"IMMUNOLOGICAL AGENTS,OTHER","IM900"
"calcium carbonate",1500,"MG",1094022,"MULTIVITAMINS WITH MINERALS","VT802"
"cholecalciferol",500,"UNT",1094022,"MULTIVITAMINS WITH MINERALS","VT802"
"glycopyrronium",0.2,"MG",999965,"PARASYMPATHOLYTICS","AU350"
"vitamin E",200,"UNT",891790,"VITAMIN E","VT600"
"zinc oxide",34.8,"MG",891790,"DERMATOLOGICALS,TOPICAL OTHER","DE900"
"ascorbic acid",226,"MG",891790,"HYPEROSMOTIC LAXATIVES","GA202"
"beta carotene",14320,"UNT",891790,NA,NA
"cuprous oxide",0.8,"MG",891790,NA,NA
"cholecalciferol",0.002,"MG",1148597,"VITAMIN D,OTHER","VT509"
"testosterone",30,"MG",1599948,"ANDROGENS/ANABOLICS","HS100"
"vitamin A",0.375,"MG",259287,"MULTIVITAMINS","VT801"
"cholecalciferol",135,"UNT",259287,"VITAMIN D,OTHER","VT509"
"fluoxetine",60,"MG",1190110,"ANTIDEPRESSANTS,OTHER","CN609"
"astaxanthin",4,"MG",1148663,"HERBS/ALTERNATIVE THERAPIES","HA000"
"polidocanol",10,"MG",968183,"SCLEROSING AGENTS","CV600"
"cholecalciferol",1.25,"MG",1303916,"VITAMIN D,OTHER","VT509"
"thrombin",2000,"UNT",1243786,"ANTIHEMORRHAGICS","BL116"
"melatonin",1,"MG",253039,"HERBS/ALTERNATIVE THERAPIES","HA000"
"testosterone",0.0162,"MG",1597127,"ANDROGENS/ANABOLICS","HS100"
"influenza B virus vaccine, B-Wisconsin-1-2010-like virus",0.03,"MG",1304131,NA,NA
"influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus",0.03,"MG",1304131,NA,NA
"influenza A-California-7-2009-(H1N1)v-like virus vaccine",0.03,"MG",1304131,NA,NA
"lutein",25,"MG",1291250,"HERBS/ALTERNATIVE THERAPIES","HA000"
"zeaxanthin",5,"MG",1291250,NA,NA
"hydromorphone",1,"MG",1872752,"OPIOID ANALGESICS","CN101"
"lurasidone",60,"MG",1431237,"ANTIPSYCHOTICS,OTHER","CN709"
"avanafil",200,"MG",1291367,"GENITO-URINARY AGENTS,OTHER","GU900"
"sofosbuvir",400,"MG",1484922,"ANTIVIRALS","AM800"
"petrolatum",0.42,"MG",1427965,"EYE WASHES/LUBRICANTS","OP500"
"vitamin B12",1,"MG",1423423,"CYANOCOBALAMIN","VT101"
"efinaconazole",100,"MG",1539762,"ANTIFUNGAL,TOPICAL","DE102"
"iodoquinol",0.01,"MG",1191394,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL","DE250"
"aloe polysaccharide",0.01,"MG",1191394,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL","DE250"
"hydrocortisone",0.02,"MG",1191394,"ANTI-INFECTIVE/ANTI-INFLAMMATORY COMBINATIONS,TOPICAL","DE250"
"topiramate",25,"MG",1494778,"ANTICONVULSANTS","CN400"
"canagliflozin",150,"MG",1545156,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"metformin",1000,"MG",1545156,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"dapagliflozin",5,"MG",1593831,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"metformin",500,"MG",1593831,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
"hyoscyamine",0.12,"MG",1087365,"ANTISPASMODICS,URINARY,OTHER","GU209"
"sodium phosphate, monobasic",40.8,"MG",1087365,"ANTISPASMODICS,URINARY,OTHER","GU209"
"phenyl salicylate",36,"MG",1087365,"ANTISPASMODICS,URINARY,OTHER","GU209"
"methenamine",118,"MG",1087365,"ANTISPASMODICS,URINARY,OTHER","GU209"
"methylene blue",10,"MG",1087365,"ANTISPASMODICS,URINARY,OTHER","GU209"
"bupropion",90,"MG",1551474,"CNS MEDICATIONS,OTHER","CN900"
"naltrexone",8,"MG",1551474,"CNS MEDICATIONS,OTHER","CN900"
"levocarnitine",250,"MG",198561,"THERAPEUTIC NUTRIENTS/MINERALS/ELECTROLYES,OTHER","TN900"
"cholecalciferol",0.01,"MG",1789542,"MULTIVITAMINS WITH MINERALS","VT802"
"tricalcium phosphate",658,"MG",1789542,NA,NA
"desvenlafaxine",25,"MG",1607619,"ANTIDEPRESSANTS,OTHER","CN609"
"edoxaban",60,"MG",1599557,"ANTICOAGULANTS","BL110"
"calcium carbonate",750,"MG",1492387,"ANTACIDS,OTHER","GA199"
"simethicone",80,"MG",1492387,"ANTACIDS,OTHER","GA199"
"suvorexant",20,"MG",1547118,"SEDATIVES/HYPNOTICS,OTHER","CN309"
"ivermectin",10,"MG",1598073,"ANTIACNE AGENTS,TOPICAL","DE752"
"influenza A virus (H1N1) antigen",0.12,"MG",1658714,NA,NA
"influenza A virus (H3N2) antigen",0.12,"MG",1658714,NA,NA
"influenza B virus antigen",0.12,"MG",1658714,NA,NA
"benzoyl peroxide",0.025,"MG",1663747,"ANTIACNE AGENTS,TOPICAL","DE752"
"adapalene",0.003,"MG",1663747,"ANTIACNE AGENTS,TOPICAL","DE752"
"diphenhydramine",25,"MG",1550963,"CNS MEDICATIONS,OTHER","CN900"
"naproxen",220,"MG",1550963,"CNS MEDICATIONS,OTHER","CN900"
"psyllium",3400,"MG",1089355,"BULK-FORMING LAXATIVES","GA201"
"fluorouracil",40,"MG",1669873,"ANTINEOPLASTIC,TOPICAL","DE600"
"carbidopa",10,"MG",724606,"ANTIPARKINSON AGENTS","CN500"
"levodopa",100,"MG",724606,"ANTIPARKINSON AGENTS","CN500"
"elbasvir",50,"MG",1734642,"ANTIVIRALS","AM800"
"grazoprevir",100,"MG",1734642,"ANTIVIRALS","AM800"
"empagliflozin",12.5,"MG",1665369,"ORAL HYPOGLYCEMIC AGENTS,ORAL","HS502"
